,eventid,iyear,extended,country,region,city,latitude,longitude,crit1,crit2,crit3,multiple,success,suicide,attack_type,target_type,target_nationality,group_name,nperps,nperpcap,weapon_type,nkill,nkillus,nwound,propvalue,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,hostkidoutcome,hostkidoutcome_txt,nreleased,date,ones
149838,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Jos,9.933333,8.883333,1,1,1,1,0,1,Sprayed_Structures,Hate crimes,Nigeria,Boko Haram,NA,0,Bombs,23,0,33,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/5/2015,1
149840,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Chigama,12.344489,6.865926,0,1,1,0,1,0,IRS_pop_protected,Private property,Nigeria,Unknown,NA,0,Firearms,23,0,NA,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/5/2015,1
149841,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Mussa,10.737778,13.130556,1,1,1,1,1,0,IRS_pop_protected,Hate crimes,Nigeria,Boko Haram,NA,0,Firearms,23,0,NA,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/5/2015,1
149842,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Mussa,10.737778,13.130556,1,1,1,1,1,0,IRS_pop_protected,Hate crimes,Nigeria,Boko Haram,NA,0,Firearms,23,0,NA,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/5/2015,1
149863,2.02E+11,2015,0,Chad,Sub-Saharan Africa,Tiskra,13.330266,14.100133,1,1,1,0,1,0,IRS_pop_protected,Private property,Chad,Boko Haram,NA,0,Firearms,13,0,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/5/2015,1
149873,2.02E+11,2015,1,Nigeria,Sub-Saharan Africa,Port Harcourt,4.815554,7.049844,1,1,1,0,1,0,Spray_Structures_found,Hate crimes,Nigeria,Unknown,NA,0,Unknown,23,0,0,0,1,1,0,NA,2,,,0,NA,NA,NA,NA,4,Hostage(s) killed (not during rescue attempt),0,7/5/2015,1
149887,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Kano,12,8.516667,1,1,1,0,1,1,IRS_Coverage,Hate crimes,Nigeria,Boko Haram,1,0,Bombs,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/6/2015,1
149903,2.02E+11,2015,0,Chad,Sub-Saharan Africa,Memorom,13.665,13.880556,1,1,1,0,1,0,Unknown,Private property,Chad,Boko Haram,NA,0,Unknown,18,0,12,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/6/2015,1
149911,2.02E+11,2015,0,Democratic Republic of the Congo,Sub-Saharan Africa,Nsambya,3.610947,28.562179,1,1,1,0,1,0,Spray_Structures_found,Private property,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Firearms,0,0,0,0,1,4,0,NA,NA,,,0,NA,NA,NA,NA,2,Hostage(s) released by perpetrators,4,7/6/2015,1
149915,2.02E+11,2015,0,South Sudan,Sub-Saharan Africa,Nimule,3.600979,32.055194,1,1,1,0,1,0,IRS_pop_protected,Government,South Sudan,Sudan People's Liberation Movement in Opposition (SPLM-IO),NA,0,Firearms,0,0,1,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/6/2015,1
149916,2.02E+11,2015,0,Sudan,Sub-Saharan Africa,Tawilah,13.522664,24.850991,1,1,1,0,1,0,IRS_pop_Not_protected,Private property,Sudan,Unknown,NA,0,Firearms,0,0,0,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/6/2015,1
149917,2.02E+11,2015,0,Mali,Sub-Saharan Africa,Goundam,16.417596,-3.664859,1,1,1,0,0,0,Unknown,Government,Mali,Movement for Oneness and Jihad in West Africa (MUJAO),NA,0,Unknown,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/6/2015,1
149919,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Zaria,11.066584,7.699986,1,1,1,0,1,1,IRS_Coverage,Government,Nigeria,Boko Haram,1,0,Bombs,23,0,32,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/7/2015,1
149920,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Sabon Gari,10.590654,12.207258,1,1,1,0,1,1,IRS_Coverage,Government,Nigeria,Boko Haram,1,0,Bombs,23,0,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/7/2015,1
149921,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Sho,9.516667,8.833333,1,1,1,0,1,0,IRS_pop_protected,Government,Nigeria,Unknown,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/7/2015,1
149941,2.02E+11,2015,0,Central African Republic,Sub-Saharan Africa,Bangui,4.366667,18.583333,1,1,1,0,1,0,PregWomen_U5yrs_sleeping_underNet_IRS_protected,Public services,Central African Republic,Unknown,12,0,Firearms,23,0,1,158553.0561,1,1,0,1,NA,,,0,NA,NA,NA,NA,2,Hostage(s) released by perpetrators,1,7/7/2015,1
149945,2.02E+11,2015,0,Cameroon,Sub-Saharan Africa,Bodo,12.360088,14.460318,1,1,1,0,1,0,IRS_pop_protected,Private property,Cameroon,Boko Haram,NA,0,Firearms,16,0,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/7/2015,1
149960,2.02E+11,2015,1,Democratic Republic of the Congo,Sub-Saharan Africa,Nsambya,3.610947,28.562179,1,1,1,0,1,0,Spray_Structures_found,Private property,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Firearms,NA,0,NA,158553.0561,1,6,0,NA,NA,,,0,NA,NA,NA,NA,7,Unknown,NA,7/7/2015,1
150002,2.02E+11,2015,0,Niger,Sub-Saharan Africa,Dagaya,13.698885,13.311731,1,1,1,0,1,0,IRS_pop_protected,Private property,Niger,Boko Haram,NA,0,Melee,5,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/9/2015,1
150004,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Buni Yadi,11.201047,12.029786,1,1,1,0,1,0,IRS_Coverage,Private property,Nigeria,Boko Haram,NA,0,Bombs,23,0,NA,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/9/2015,1
150005,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Yola district,9.204053,12.495229,1,1,1,0,1,0,IRS_Coverage,Government,Nigeria,Boko Haram,4,2,Bombs,23,0,1,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/9/2015,1
150019,2.02E+11,2015,0,Democratic Republic of the Congo,Sub-Saharan Africa,Mbau,0.649451,29.496269,1,1,1,0,1,0,IRS_pop_protected,Government,Democratic Republic of the Congo,Allied Democratic Forces (ADF),NA,0,Firearms,2,0,0,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/9/2015,1
150025,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Port Harcourt,4.815554,7.049844,1,1,1,0,1,0,IRS_Coverage,Public services,Nigeria,Unknown,NA,0,Bombs,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/9/2015,1
150048,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Gamboru,12.372214,14.205384,1,1,1,0,1,0,Spray_Structures_found,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,2,0,1,2,0,NA,NA,,,0,NA,NA,NA,NA,2,Hostage(s) released by perpetrators,2,7/10/2015,1
150053,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Ngamdu,11.765383,12.260486,1,1,1,1,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/10/2015,1
150055,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Kilwa,12.673024,13.615046,1,1,1,1,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,1,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/10/2015,1
150056,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Kukawa,12.924722,13.566111,1,1,1,0,1,0,IRS_pop_protected,Government,Nigeria,Boko Haram,24,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/10/2015,1
150065,2.02E+11,2015,0,Cameroon,Sub-Saharan Africa,Fotokol,12.377705,14.22506,1,1,1,0,1,0,Unknown,Government,Cameroon,Unknown,NA,0,Unknown,0,0,1,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/10/2015,1
150066,2.02E+11,2015,0,Democratic Republic of the Congo,Sub-Saharan Africa,Mbau,0.649451,29.496269,1,1,1,0,1,0,IRS_pop_protected,Government,Democratic Republic of the Congo,Allied Democratic Forces (ADF),NA,0,Firearms,2,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/10/2015,1
150067,2.02E+11,2015,1,Democratic Republic of the Congo,Sub-Saharan Africa,Biriba,-1.011485,28.702489,1,1,1,1,1,0,Spray_Structures_found,Private property,Democratic Republic of the Congo,Alliance of Patriots for a Free and Sovereign Congo (APCLS),NA,0,Unknown,NA,0,NA,158553.0561,1,NA,0,NA,NA,,,0,NA,NA,NA,NA,7,Unknown,NA,7/10/2015,1
150068,2.02E+11,2015,1,Democratic Republic of the Congo,Sub-Saharan Africa,Bukondo,-1.01083,28.70346,1,1,1,1,1,0,Spray_Structures_found,Private property,Democratic Republic of the Congo,Alliance of Patriots for a Free and Sovereign Congo (APCLS),NA,0,Unknown,NA,0,NA,158553.0561,1,NA,0,NA,NA,,,0,NA,NA,NA,NA,7,Unknown,NA,7/10/2015,1
150069,2.02E+11,2015,1,Democratic Republic of the Congo,Sub-Saharan Africa,Buhimba,-0.89923,28.938308,1,1,1,1,1,0,Spray_Structures_found,Private property,Democratic Republic of the Congo,Alliance of Patriots for a Free and Sovereign Congo (APCLS),NA,0,Unknown,NA,0,NA,158553.0561,1,NA,0,NA,NA,,,0,NA,NA,NA,NA,7,Unknown,NA,7/10/2015,1
150072,2.02E+11,2015,1,Sudan,Sub-Saharan Africa,Tawilah district,13.522664,24.850991,1,1,1,0,1,0,IRS_pop_Not_protected,Private property,Sudan,Unknown,NA,0,Firearms,NA,0,NA,158553.0561,1,12,0,NA,NA,,,0,NA,NA,NA,NA,7,Unknown,NA,7/10/2015,1
150085,2.02E+11,2015,0,Chad,Sub-Saharan Africa,N'Djamena,12.113056,15.049167,1,1,1,0,1,1,IRS_Coverage,Private property,Chad,Boko Haram,1,0,Bombs,16,0,80,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/11/2015,1
150093,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Maiduguri,11.831283,13.151188,1,1,1,0,1,1,IRS_Coverage,Public services,Nigeria,Boko Haram,1,0,Bombs,23,0,3,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/11/2015,1
150094,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Ngamdu,11.762106,12.256696,1,1,1,1,1,0,Children_U5yrs_protected,Private property,Nigeria,Boko Haram,NA,0,Incendiary,23,0,0,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/11/2015,1
150096,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Gwollam,12.673024,13.615046,1,1,1,1,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/11/2015,1
150097,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Misala,12.673024,13.615046,1,1,1,1,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/11/2015,1
150098,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Magaram,12.673024,13.615046,1,1,1,1,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/11/2015,1
150109,2.02E+11,2015,0,South Sudan,Sub-Saharan Africa,Unknown,8.220931,28.85968,1,1,1,0,1,1,IRS_Coverage,Private property,South Sudan,Unknown,1,0,Bombs,2,0,10,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/11/2015,1
150111,2.02E+11,2015,0,Burundi,Sub-Saharan Africa,Bujumbura,-3.383333,29.366667,1,1,1,0,1,0,IRS_Coverage,Government,Burundi,Unknown,NA,0,Bombs,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/11/2015,1
150143,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Jos,9.5667,9.0833,1,1,1,0,1,0,IRS_Coverage,Hate crimes,Nigeria,Boko Haram,NA,0,Bombs,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/12/2015,1
150144,2.02E+11,2015,0,Niger,Sub-Saharan Africa,Diffa,13.313247,12.61588,1,1,1,0,1,1,IRS_Coverage,Government,Niger,Boko Haram,3,0,Bombs,4,0,2,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/12/2015,1
150145,2.02E+11,2015,0,Tanzania,Sub-Saharan Africa,Dar es Salaam,-6.857631,39.205563,1,1,1,0,1,0,IRS_pop_protected,Government,Tanzania,Unknown,NA,0,Firearms,23,0,4,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/12/2015,1
150154,2.02E+11,2015,0,Sudan,Sub-Saharan Africa,Kabkabiya,13.64746,24.086729,1,1,1,0,1,0,IRS_pop_Not_protected,Private property,Sudan,Unknown,NA,0,Firearms,0,0,0,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/12/2015,1
150155,2.02E+11,2015,0,Sudan,Sub-Saharan Africa,Korru,13.44828,24.815336,1,1,1,0,1,0,IRS_pop_protected,Private property,Sudan,Janjaweed,NA,0,Firearms,1,0,0,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/12/2015,1
150156,2.02E+11,2015,0,Sudan,Sub-Saharan Africa,Tawilah district,13.522688,24.851007,1,1,1,0,1,0,Children_U5yrs_protected,Private property,Sudan,Janjaweed,NA,0,Incendiary,0,0,0,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/12/2015,1
150170,2.02E+11,2015,0,Cameroon,Sub-Saharan Africa,Fotokol,12.377705,14.22506,1,1,1,1,1,1,IRS_Coverage,Government,Cameroon,Boko Haram,1,0,Bombs,6,0,3,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/13/2015,1
150171,2.02E+11,2015,0,Cameroon,Sub-Saharan Africa,Fotokol,12.377705,14.22506,1,1,1,1,1,1,IRS_Coverage,Government,Cameroon,Boko Haram,1,0,Bombs,7,0,4,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/13/2015,1
150177,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Njimtilo,11.831098,13.150967,1,1,1,0,1,1,IRS_Coverage,Public services,Nigeria,Boko Haram,1,0,Bombs,23,0,3,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/13/2015,1
150178,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Mainok,11.829996,12.630233,1,1,1,0,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,100,0,Firearms,23,0,NA,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/13/2015,1
150179,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Kofar Gwari,8.855506,8.061117,1,1,1,0,1,0,IRS_pop_protected,Government,Nigeria,Unknown,NA,0,Firearms,23,0,2,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/13/2015,1
150203,2.02E+11,2015,0,Sudan,Sub-Saharan Africa,Khor Nasir,12.937959,24.424238,1,1,1,0,1,0,IRS_pop_protected,Private property,Sudan,Janjaweed,4,0,Melee,1,0,0,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/13/2015,1
150206,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Abeokuta South district,7.160697,3.34824,1,1,1,0,0,0,Sprayed_Structures,Government,Nigeria,Unknown,5,0,Firearms,23,0,0,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/13/2015,1
150221,2.02E+11,2015,0,Chad,Sub-Saharan Africa,Tetewa,13.330266,14.100133,1,1,1,0,1,0,Unknown,Private property,Chad,Boko Haram,15,0,Unknown,6,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/14/2015,1
150233,2.02E+11,2015,1,Democratic Republic of the Congo,Sub-Saharan Africa,Beni district,0.485721,29.461035,1,1,1,1,1,0,IRS_pop_protected,Private property,Democratic Republic of the Congo,Allied Democratic Forces (ADF),NA,0,Firearms,3,0,0,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/14/2015,1
150234,2.02E+11,2015,1,Democratic Republic of the Congo,Sub-Saharan Africa,Beni district,0.485721,29.461035,1,1,1,1,1,0,IRS_pop_protected,Private property,Democratic Republic of the Congo,Allied Democratic Forces (ADF),NA,0,Firearms,3,0,0,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/14/2015,1
150235,2.02E+11,2015,1,Democratic Republic of the Congo,Sub-Saharan Africa,Beni district,0.485721,29.461035,1,1,1,1,1,0,IRS_pop_protected,Private property,Democratic Republic of the Congo,Allied Democratic Forces (ADF),NA,0,Firearms,3,0,0,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/14/2015,1
150239,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Warsala,11.757829,12.231849,1,1,1,0,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,NA,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/14/2015,1
150240,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Unknown,11.785445,12.415736,1,1,1,1,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/14/2015,1
150241,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Ngamdu,11.765159,12.260514,1,1,1,1,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,0,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/14/2015,1
150242,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Baga,13.095122,13.818728,1,1,1,0,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/14/2015,1
150247,2.02E+11,2015,0,Sudan,Sub-Saharan Africa,El Fashir,13.62698,25.349581,1,1,1,1,1,0,IRS_pop_protected,Private property,Sudan,Janjaweed,NA,0,Firearms,2,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/14/2015,1
150248,2.02E+11,2015,0,Sudan,Sub-Saharan Africa,El Fashir,13.62698,25.349581,1,1,1,1,1,0,IRS_pop_protected,Private property,Sudan,Janjaweed,NA,0,Firearms,2,0,0,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/14/2015,1
150249,2.02E+11,2015,0,Sudan,Sub-Saharan Africa,El Fashir,13.626323,25.351188,1,1,1,1,1,0,IRS_pop_protected,Private property,Sudan,Janjaweed,NA,0,Firearms,2,0,2,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/14/2015,1
150250,2.02E+11,2015,0,Sudan,Sub-Saharan Africa,El Fashir,13.62698,25.349581,1,1,1,1,1,0,IRS_pop_protected,Private property,Sudan,Janjaweed,NA,0,Firearms,1,0,2,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/14/2015,1
150251,2.02E+11,2015,0,Sudan,Sub-Saharan Africa,El Fashir district,13.62698,25.349581,1,1,1,1,1,0,IRS_pop_protected,Private property,Sudan,Janjaweed,NA,0,Firearms,1,0,2,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/14/2015,1
150252,2.02E+11,2015,0,Sudan,Sub-Saharan Africa,Um Arda,13.997791,25.603476,1,1,1,1,1,0,IRS_pop_protected,Private property,Sudan,Janjaweed,NA,0,Firearms,1,0,1,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/14/2015,1
150260,2.02E+11,2015,0,Niger,Sub-Saharan Africa,Bosso,13.698885,13.311731,1,1,1,0,1,0,IRS_pop_protected,Private property,Niger,Boko Haram,NA,0,Firearms,15,0,4,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/15/2015,1
150276,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Damasak,13.042406,12.544145,1,1,1,0,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,0,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/15/2015,1
150284,2.02E+11,2015,0,Sudan,Sub-Saharan Africa,Kottom district,14.202517,24.663825,1,1,1,0,0,0,IRS_pop_protected,Government,Sudan,Unknown,NA,0,Firearms,0,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/15/2015,1
150287,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Lagos,6.466422,3.283546,1,1,1,0,1,0,Sprayed_Structures,Private property,Nigeria,Unknown,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/15/2015,1
150314,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Gombe,10.279142,11.173062,1,1,1,1,1,0,IRS_Coverage,Private property,Nigeria,Boko Haram,NA,0,Bombs,23,0,16,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/16/2015,1
150315,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Gombe,10.279142,11.173062,1,1,1,1,1,0,IRS_Coverage,Private property,Nigeria,Boko Haram,NA,0,Bombs,23,0,15,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/16/2015,1
150336,2.02E+11,2015,0,Chad,Sub-Saharan Africa,Konkia,13.575556,15.426944,1,1,0,0,1,0,IRS_pop_protected,Government,Chad,Boko Haram,19,0,Firearms,20,0,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/17/2015,1
150347,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Damaturu,11.747224,11.966177,1,1,1,1,1,1,IRS_Coverage,Hate crimes,Nigeria,Boko Haram,1,0,Bombs,23,0,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/17/2015,1
150348,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Damaturu,11.747224,11.966177,1,1,1,1,1,1,IRS_Coverage,Hate crimes,Nigeria,Boko Haram,1,0,Bombs,23,0,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/17/2015,1
150349,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Sabon Gari,10.590654,12.207258,1,1,1,0,1,0,IRS_pop_protected,Private property,Nigeria,Boko Haram,NA,0,Firearms,23,0,0,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/17/2015,1
150350,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Katsina Ala,7.166861,9.289492,1,1,1,0,1,0,Sprayed_Structures,Hate crimes,Nigeria,Unknown,3,0,Firearms,23,0,1,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/17/2015,1
150362,2.02E+11,2015,0,Central African Republic,Sub-Saharan Africa,Baboua district,5.804663,14.831348,1,1,1,0,1,0,IRS_pop_protected,Government,Central African Republic,Unknown,NA,0,Firearms,23,0,NA,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/18/2015,1
150370,2.02E+11,2015,0,South Sudan,Sub-Saharan Africa,Kajo Keji,3.849167,31.657778,1,1,1,0,1,0,IRS_pop_protected,Private property,South Sudan,Unknown,NA,0,Firearms,4,0,4,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/18/2015,1
150379,2.02E+11,2015,0,Sudan,Sub-Saharan Africa,Jertobik,11.277183,25.14139,1,1,1,0,1,0,IRS_pop_protected,Private property,Sudan,Janjaweed,NA,0,Firearms,1,0,2,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/18/2015,1
150381,2.02E+11,2015,1,Central African Republic,Sub-Saharan Africa,Baboua,5.804663,14.831348,1,1,1,0,1,0,Spray_Structures_found,Government,Central African Republic,Group of the Fatima Church Attack,NA,0,Firearms,23,0,NA,0,1,2,0,NA,NA,,,1,NA,0,NA,0,7,Unknown,NA,7/19/2015,1
150408,2.02E+11,2015,0,Nigeria,Sub-Saharan Africa,Unknown,11.748845,11.965346,1,1,1,0,0,0,IRS_Coverage,Public services,Nigeria,Boko Haram,NA,0,Bombs,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/19/2015,1
150410,2.02E+11,2015,0,Uganda,Sub-Saharan Africa,Arua,3.027392,30.908958,1,1,1,0,0,0,IRS_pop_protected,Hate crimes,Uganda,Unknown,1,0,Firearms,0,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/19/2015,1
150437,2.02E+11,2015,0,Burundi,Sub-Saharan Africa,Bujumbura,-3.383333,29.366667,1,1,1,0,1,0,IRS_Coverage,Public services,Burundi,Unknown,NA,0,Bombs,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/20/2015,1
150438,2.02E+11,2015,0,Burundi,Sub-Saharan Africa,Bujumbura,-3.354623,29.362781,1,1,1,0,1,0,IRS_pop_protected,Government,Burundi,Unknown,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,7/20/2015,1
